" ","  ","  "
"שם לקוח","כתובת","מספר חוזה"
"Sample User","Sample Address","000000000000"
"סוג מונה","קוד מונה","מספר מונה"
"צריכה","503","00000000"
"קוד ומספר מונה","סוג מונה","תאריך","מועד תחילת הפעימה","צריכה/ייצור בקוט""ש","הזרמה בקוט""ש"
"503-00000000","צריכה","06/03/2024","17:30",0.185,0
"503-00000000","צריכה","06/03/2024","17:45",0.205,0
"503-00000000","צריכה","06/03/2024","18:00",0.163,0
"503-00000000","צריכה","06/03/2024","18:15",0.141,0
"503-00000000","צריכה","06/03/2024","18:30",0.208,0
"503-00000000","צריכה","06/03/2024","18:45",0.217,0
"503-00000000","צריכה","06/03/2024","19:00",0.200,0
"503-00000000","צריכה","06/03/2024","19:15",0.150,0
"503-00000000","צריכה","06/03/2024","19:30",0.136,0
"503-00000000","צריכה","06/03/2024","19:45",0.193,0
"503-00000000","צריכה","06/03/2024","20:00",0.135,0
"503-00000000","צריכה","06/03/2024","20:15",0.215,0
"503-00000000","צריכה","06/03/2024","20:30",0.183,0
"503-00000000","צריכה","06/03/2024","20:45",0.152,0
"503-00000000","צריכה","06/03/2024","21:00",0.141,0
"503-00000000","צריכה","06/03/2024","21:15",0.189,0
"503-00000000","צריכה","06/03/2024","21:30",0.136,0
"503-00000000","צריכה","06/03/2024","21:45",0.182,0
"503-00000000","צריכה","06/03/2024","22:00",0.216,0
"503-00000000","צריכה","06/03/2024","22:15",0.183,0
"503-00000000","צריכה","06/03/2024","22:30",0.185,0
"503-00000000","צריכה","06/03/2024","22:45",0.137,0
"503-00000000","צריכה","06/03/2024","23:00",0.044,0
"503-00000000","צריכה","06/03/2024","23:15",0.047,0
"503-00000000","צריכה","06/03/2024","23:30",0.051,0
"503-00000000","צריכה","06/03/2024","23:45",0.039,0
"503-00000000","צריכה","07/03/2024","00:00",0.049,0
"503-00000000","צריכה","07/03/2024","00:15",0.060,0
"503-00000000","צריכה","07/03/2024","00:30",0.056,0
"503-00000000","צריכה","07/03/2024","00:45",0.054,0
"503-00000000","צריכה","07/03/2024","01:00",0.060,0
"503-00000000","צריכה","07/03/2024","01:15",0.042,0
"503-00000000","צריכה","07/03/2024","01:30",0.061,0
"503-00000000","צריכה","07/03/2024","01:45",0.058,0
"503-00000000","צריכה","07/03/2024","02:00",0.044,0
"503-00000000","צריכה","07/03/2024","02:15",0.048,0
"503-00000000","צריכה","07/03/2024","02:30",0.047,0
"503-00000000","צריכה","07/03/2024","02:45",0.046,0
"503-00000000","צריכה","07/03/2024","03:00",0.045,0
"503-00000000","צריכה","07/03/2024","03:15",0.048,0
"503-00000000","צריכה","07/03/2024","03:30",0.059,0
"503-00000000","צריכה","07/03/2024","03:45",0.041,0
"503-00000000","צריכה","07/03/2024","04:00",0.060,0
"503-00000000","צריכה","07/03/2024","04:15",0.043,0
"503-00000000","צריכה","07/03/2024","04:30",0.039,0
"503-00000000","צריכה","07/03/2024","04:45",0.056,0
"503-00000000","צריכה","07/03/2024","05:00",0.038,0
"503-00000000","צריכה","07/03/2024","05:15",0.062,0
"503-00000000","צריכה","07/03/2024","05:30",0.038,0
"503-00000000","צריכה","07/03/2024","05:45",0.047,0
"503-00000000","צריכה","07/03/2024","06:00",0.121,0
"503-00000000","צריכה","07/03/2024","06:15",0.105,0
"503-00000000","צריכה","07/03/2024","06:30",0.092,0
"503-00000000","צריכה","07/03/2024","06:45",0.089,0
"503-00000000","צריכה","07/03/2024","07:00",0.084,0
"503-00000000","צריכה","07/03/2024","07:15",0.125,0
"503-00000000","צריכה","07/03/2024","07:30",0.122,0
"503-00000000","צריכה","07/03/2024","07:45",0.124,0
"503-00000000","צריכה","07/03/2024","08:00",0.124,0
"503-00000000","צריכה","07/03/2024","08:15",0.107,0
"503-00000000","צריכה","07/03/2024","08:30",0.082,0
"503-00000000","צריכה","07/03/2024","08:45",0.110,0
"503-00000000","צריכה","07/03/2024","09:00",0.059,0
"503-00000000","צריכה","07/03/2024","09:15",0.056,0
"503-00000000","צריכה","07/03/2024","09:30",0.057,0
"503-00000000","צריכה","07/03/2024","09:45",0.070,0
"503-00000000","צריכה","07/03/2024","10:00",0.072,0
"503-00000000","צריכה","07/03/2024","10:15",0.071,0
"503-00000000","צריכה","07/03/2024","10:30",0.058,0
"503-00000000","צריכה","07/03/2024","10:45",0.054,0
"503-00000000","צריכה","07/03/2024","11:00",0.077,0
"503-00000000","צריכה","07/03/2024","11:15",0.053,0
"503-00000000","צריכה","07/03/2024","11:30",0.070,0
"503-00000000","צריכה","07/03/2024","11:45",0.051,0
"503-00000000","צריכה","07/03/2024","12:00",0.078,0
"503-00000000","צריכה","07/03/2024","12:15",0.053,0
"503-00000000","צריכה","07/03/2024","12:30",0.076,0
"503-00000000","צריכה","07/03/2024","12:45",0.071,0
"503-00000000","צריכה","07/03/2024","13:00",0.064,0
"503-00000000","צריכה","07/03/2024","13:15",0.072,0
"503-00000000","צריכה","07/03/2024","13:30",0.055,0
"503-00000000","צריכה","07/03/2024","13:45",0.065,0
"503-00000000","צריכה","07/03/2024","14:00",0.052,0
"503-00000000","צריכה","07/03/2024","14:15",0.072,0
"503-00000000","צריכה","07/03/2024","14:30",0.071,0
"503-00000000","צריכה","07/03/2024","14:45",0.063,0
"503-00000000","צריכה","07/03/2024","15:00",0.074,0
"503-00000000","צריכה","07/03/2024","15:15",0.072,0
"503-00000000","צריכה","07/03/2024","15:30",0.072,0
"503-00000000","צריכה","07/03/2024","15:45",0.063,0
"503-00000000","צריכה","07/03/2024","16:00",0.061,0
"503-00000000","צריכה","07/03/2024","16:15",0.073,0
"503-00000000","צריכה","07/03/2024","16:30",0.064,0
"503-00000000","צריכה","07/03/2024","16:45",0.081,0
"503-00000000","צריכה","07/03/2024","17:00",0.143,0
"503-00000000","צריכה","07/03/2024","17:15",0.148,0
"503-00000000","צריכה","07/03/2024","17:30",0.138,0
"503-00000000","צריכה","07/03/2024","17:45",0.212,0
"503-00000000","צריכה","07/03/2024","18:00",0.195,0
"503-00000000","צריכה","07/03/2024","18:15",0.158,0
"503-00000000","צריכה","07/03/2024","18:30",0.182,0
"503-00000000","צריכה","07/03/2024","18:45",0.139,0
"503-00000000","צריכה","07/03/2024","19:00",0.170,0
"503-00000000","צריכה","07/03/2024","19:15",0.134,0
"503-00000000","צריכה","07/03/2024","19:30",0.177,0
"503-00000000","צריכה","07/03/2024","19:45",0.132,0
"503-00000000","צריכה","07/03/2024","20:00",0.157,0
"503-00000000","צריכה","07/03/2024","20:15",0.218,0
"503-00000000","צריכה","07/03/2024","20:30",0.217,0
"503-00000000","צריכה","07/03/2024","20:45",0.161,0
"503-00000000","צריכה","07/03/2024","21:00",0.133,0
"503-00000000","צריכה","07/03/2024","21:15",0.179,0
"503-00000000","צריכה","07/03/2024","21:30",0.159,0
"503-00000000","צריכה","07/03/2024","21:45",0.189,0
"503-00000000","צריכה","07/03/2024","22:00",0.133,0
"503-00000000","צריכה","07/03/2024","22:15",0.149,0
"503-00000000","צריכה","07/03/2024","22:30",0.156,0
"503-00000000","צריכה","07/03/2024","22:45",0.189,0
"503-00000000","צריכה","07/03/2024","23:00",0.061,0
"503-00000000","צריכה","07/03/2024","23:15",0.048,0
"503-00000000","צריכה","07/03/2024","23:30",0.043,0
"503-00000000","צריכה","07/03/2024","23:45",0.045,0
"503-00000000","צריכה","08/03/2024","00:00",0.049,0
"503-00000000","צריכה","08/03/2024","00:15",0.055,0
"503-00000000","צריכה","08/03/2024","00:30",0.048,0
"503-00000000","צריכה","08/03/2024","00:45",0.042,0
"503-00000000","צריכה","08/03/2024","01:00",0.056,0
"503-00000000","צריכה","08/03/2024","01:15",0.059,0
"503-00000000","צריכה","08/03/2024","01:30",0.052,0
"503-00000000","צריכה","08/03/2024","01:45",0.061,0
"503-00000000","צריכה","08/03/2024","02:00",0.041,0
"503-00000000","צריכה","08/03/2024","02:15",0.062,0
"503-00000000","צריכה","08/03/2024","02:30",0.040,0
"503-00000000","צריכה","08/03/2024","02:45",0.054,0
"503-00000000","צריכה","08/03/2024","03:00",0.059,0
"503-00000000","צריכה","08/03/2024","03:15",0.061,0
"503-00000000","צריכה","08/03/2024","03:30",0.054,0
"503-00000000","צריכה","08/03/2024","03:45",0.061,0
"503-00000000","צריכה","08/03/2024","04:00",0.044,0
"503-00000000","צריכה","08/03/2024","04:15",0.058,0
"503-00000000","צריכה","08/03/2024","04:30",0.043,0
"503-00000000","צריכה","08/03/2024","04:45",0.056,0
"503-00000000","צריכה","08/03/2024","05:00",0.040,0
"503-00000000","צריכה","08/03/2024","05:15",0.058,0
"503-00000000","צריכה","08/03/2024","05:30",0.050,0
"503-00000000","צריכה","08/03/2024","05:45",0.059,0
"503-00000000","צריכה","08/03/2024","06:00",0.081,0
"503-00000000","צריכה","08/03/2024","06:15",0.121,0
"503-00000000","צריכה","08/03/2024","06:30",0.109,0
"503-00000000","צריכה","08/03/2024","06:45",0.098,0
"503-00000000","צריכה","08/03/2024","07:00",0.098,0
"503-00000000","צריכה","08/03/2024","07:15",0.113,0
"503-00000000","צריכה","08/03/2024","07:30",0.098,0
"503-00000000","צריכה","08/03/2024","07:45",0.104,0
"503-00000000","צריכה","08/03/2024","08:00",0.114,0
"503-00000000","צריכה","08/03/2024","08:15",0.078,0
"503-00000000","צריכה","08/03/2024","08:30",0.093,0
"503-00000000","צריכה","08/03/2024","08:45",0.118,0
"503-00000000","צריכה","08/03/2024","09:00",0.133,0
"503-00000000","צריכה","08/03/2024","09:15",0.125,0
"503-00000000","צריכה","08/03/2024","09:30",0.128,0
"503-00000000","צריכה","08/03/2024","09:45",0.125,0
"503-00000000","צריכה","08/03/2024","10:00",0.128,0
"503-00000000","צריכה","08/03/2024","10:15",0.123,0
"503-00000000","צריכה","08/03/2024","10:30",0.096,0
"503-00000000","צריכה","08/03/2024","10:45",0.127,0
"503-00000000","צריכה","08/03/2024","11:00",0.144,0
"503-00000000","צריכה","08/03/2024","11:15",0.109,0
"503-00000000","צריכה","08/03/2024","11:30",0.133,0
"503-00000000","צריכה","08/03/2024","11:45",0.101,0
"503-00000000","צריכה","08/03/2024","12:00",0.106,0
"503-00000000","צריכה","08/03/2024","12:15",0.114,0
"503-00000000","צריכה","08/03/2024","12:30",0.098,0
"503-00000000","צריכה","08/03/2024","12:45",0.129,0
"503-00000000","צריכה","08/03/2024","13:00",0.110,0
"503-00000000","צריכה","08/03/2024","13:15",0.102,0
"503-00000000","צריכה","08/03/2024","13:30",0.117,0
"503-00000000","צריכה","08/03/2024","13:45",0.119,0
"503-00000000","צריכה","08/03/2024","14:00",0.098,0
"503-00000000","צריכה","08/03/2024","14:15",0.138,0
"503-00000000","צריכה","08/03/2024","14:30",0.111,0
"503-00000000","צריכה","08/03/2024","14:45",0.119,0
"503-00000000","צריכה","08/03/2024","15:00",0.106,0
"503-00000000","צריכה","08/03/2024","15:15",0.142,0
"503-00000000","צריכה","08/03/2024","15:30",0.118,0
"503-00000000","צריכה","08/03/2024","15:45",0.141,0
"503-00000000","צריכה","08/03/2024","16:00",0.105,0
"503-00000000","צריכה","08/03/2024","16:15",0.126,0
"503-00000000","צריכה","08/03/2024","16:30",0.106,0
"503-00000000","צריכה","08/03/2024","16:45",0.124,0
"503-00000000","צריכה","08/03/2024","17:00",0.202,0
"503-00000000","צריכה","08/03/2024","17:15",0.163,0
"503-00000000","צריכה","08/03/2024","17:30",0.172,0
"503-00000000","צריכה","08/03/2024","17:45",0.163,0
"503-00000000","צריכה","08/03/2024","18:00",0.186,0
"503-00000000","צריכה","08/03/2024","18:15",0.205,0
"503-00000000","צריכה","08/03/2024","18:30",0.142,0
"503-00000000","צריכה","08/03/2024","18:45",0.194,0
"503-00000000","צריכה","08/03/2024","19:00",0.159,0
"503-00000000","צריכה","08/03/2024","19:15",0.185,0
"503-00000000","צריכה","08/03/2024","19:30",0.211,0
"503-00000000","צריכה","08/03/2024","19:45",0.137,0
"503-00000000","צריכה","08/03/2024","20:00",0.146,0
"503-00000000","צריכה","08/03/2024","20:15",0.194,0
"503-00000000","צריכה","08/03/2024","20:30",0.152,0
"503-00000000","צריכה","08/03/2024","20:45",0.206,0
"503-00000000","צריכה","08/03/2024","21:00",0.157,0
"503-00000000","צריכה","08/03/2024","21:15",0.145,0
"503-00000000","צריכה","08/03/2024","21:30",0.146,0
"503-00000000","צריכה","08/03/2024","21:45",0.188,0
"503-00000000","צריכה","08/03/2024","22:00",0.188,0
"503-00000000","צריכה","08/03/2024","22:15",0.149,0
"503-00000000","צריכה","08/03/2024","22:30",0.186,0
"503-00000000","צריכה","08/03/2024","22:45",0.154,0
"503-00000000","צריכה","08/03/2024","23:00",0.038,0
"503-00000000","צריכה","08/03/2024","23:15",0.053,0
"503-00000000","צריכה","08/03/2024","23:30",0.058,0
"503-00000000","צריכה","08/03/2024","23:45",0.049,0
"503-00000000","צריכה","09/03/2024","00:00",0.053,0
"503-00000000","צריכה","09/03/2024","00:15",0.062,0
"503-00000000","צריכה","09/03/2024","00:30",0.042,0
"503-00000000","צריכה","09/03/2024","00:45",0.057,0
"503-00000000","צריכה","09/03/2024","01:00",0.056,0
"503-00000000","צריכה","09/03/2024","01:15",0.039,0
"503-00000000","צריכה","09/03/2024","01:30",0.046,0
"503-00000000","צריכה","09/03/2024","01:45",0.052,0
"503-00000000","צריכה","09/03/2024","02:00",0.053,0
"503-00000000","צריכה","09/03/2024","02:15",0.049,0
"503-00000000","צריכה","09/03/2024","02:30",0.040,0
"503-00000000","צריכה","09/03/2024","02:45",0.059,0
"503-00000000","צריכה","09/03/2024","03:00",0.052,0
"503-00000000","צריכה","09/03/2024","03:15",0.057,0
"503-00000000","צריכה","09/03/2024","03:30",0.056,0
"503-00000000","צריכה","09/03/2024","03:45",0.049,0
"503-00000000","צריכה","09/03/2024","04:00",0.041,0
"503-00000000","צריכה","09/03/2024","04:15",0.050,0
"503-00000000","צריכה","09/03/2024","04:30",0.045,0
"503-00000000","צריכה","09/03/2024","04:45",0.040,0
"503-00000000","צריכה","09/03/2024","05:00",0.051,0
"503-00000000","צריכה","09/03/2024","05:15",0.059,0
"503-00000000","צריכה","09/03/2024","05:30",0.062,0
"503-00000000","צריכה","09/03/2024","05:45",0.054,0
"503-00000000","צריכה","09/03/2024","06:00",0.087,0
"503-00000000","צריכה","09/03/2024","06:15",0.115,0
"503-00000000","צריכה","09/03/2024","06:30",0.091,0
"503-00000000","צריכה","09/03/2024","06:45",0.104,0
"503-00000000","צריכה","09/03/2024","07:00",0.084,0
"503-00000000","צריכה","09/03/2024","07:15",0.089,0
"503-00000000","צריכה","09/03/2024","07:30",0.123,0
"503-00000000","צריכה","09/03/2024","07:45",0.080,0
"503-00000000","צריכה","09/03/2024","08:00",0.108,0
"503-00000000","צריכה","09/03/2024","08:15",0.078,0
"503-00000000","צריכה","09/03/2024","08:30",0.095,0
"503-00000000","צריכה","09/03/2024","08:45",0.105,0
"503-00000000","צריכה","09/03/2024","09:00",0.110,0
"503-00000000","צריכה","09/03/2024","09:15",0.131,0
"503-00000000","צריכה","09/03/2024","09:30",0.145,0
"503-00000000","צריכה","09/03/2024","09:45",0.140,0
"503-00000000","צריכה","09/03/2024","10:00",0.141,0
"503-00000000","צריכה","09/03/2024","10:15",0.114,0
"503-00000000","צריכה","09/03/2024","10:30",0.094,0
"503-00000000","צריכה","09/03/2024","10:45",0.104,0
"503-00000000","צריכה","09/03/2024","11:00",0.122,0
"503-00000000","צריכה","09/03/2024","11:15",0.138,0
"503-00000000","צריכה","09/03/2024","11:30",0.091,0
"503-00000000","צריכה","09/03/2024","11:45",0.118,0
"503-00000000","צריכה","09/03/2024","12:00",0.122,0
"503-00000000","צריכה","09/03/2024","12:15",0.136,0
"503-00000000","צריכה","09/03/2024","12:30",0.133,0
"503-00000000","צריכה","09/03/2024","12:45",0.141,0
"503-00000000","צריכה","09/03/2024","13:00",0.114,0
"503-00000000","צריכה","09/03/2024","13:15",0.119,0
"503-00000000","צריכה","09/03/2024","13:30",0.098,0
"503-00000000","צריכה","09/03/2024","13:45",0.119,0
"503-00000000","צריכה","09/03/2024","14:00",0.137,0
"503-00000000","צריכה","09/03/2024","14:15",0.107,0
"503-00000000","צריכה","09/03/2024","14:30",0.136,0
"503-00000000","צריכה","09/03/2024","14:45",0.097,0
"503-00000000","צריכה","09/03/2024","15:00",0.121,0
"503-00000000","צריכה","09/03/2024","15:15",0.124,0
"503-00000000","צריכה","09/03/2024","15:30",0.117,0
"503-00000000","צריכה","09/03/2024","15:45",0.147,0
"503-00000000","צריכה","09/03/2024","16:00",0.134,0
"503-00000000","צריכה","09/03/2024","16:15",0.100,0
"503-00000000","צריכה","09/03/2024","16:30",0.143,0
"503-00000000","צריכה","09/03/2024","16:45",0.119,0
"503-00000000","צריכה","09/03/2024","17:00",0.140,0
"503-00000000","צריכה","09/03/2024","17:15",0.218,0
"503-00000000","צריכה","09/03/2024","17:30",0.163,0
"503-00000000","צריכה","09/03/2024","17:45",0.211,0
"503-00000000","צריכה","09/03/2024","18:00",0.155,0
"503-00000000","צריכה","09/03/2024","18:15",0.185,0
"503-00000000","צריכה","09/03/2024","18:30",0.151,0
"503-00000000","צריכה","09/03/2024","18:45",0.191,0
"503-00000000","צריכה","09/03/2024","19:00",0.159,0
"503-00000000","צריכה","09/03/2024","19:15",0.204,0
"503-00000000","צריכה","09/03/2024","19:30",0.199,0
"503-00000000","צריכה","09/03/2024","19:45",0.173,0
"503-00000000","צריכה","09/03/2024","20:00",0.146,0
"503-00000000","צריכה","09/03/2024","20:15",0.205,0
"503-00000000","צריכה","09/03/2024","20:30",0.207,0
"503-00000000","צריכה","09/03/2024","20:45",0.198,0
"503-00000000","צריכה","09/03/2024","21:00",0.167,0
"503-00000000","צריכה","09/03/2024","21:15",0.214,0
"503-00000000","צריכה","09/03/2024","21:30",0.207,0
"503-00000000","צריכה","09/03/2024","21:45",0.164,0
"503-00000000","צריכה","09/03/2024","22:00",0.156,0
"503-00000000","צריכה","09/03/2024","22:15",0.162,0
"503-00000000","צריכה","09/03/2024","22:30",0.190,0
"503-00000000","צריכה","09/03/2024","22:45",0.135,0
"503-00000000","צריכה","09/03/2024","23:00",0.046,0
"503-00000000","צריכה","09/03/2024","23:15",0.060,0
"503-00000000","צריכה","09/03/2024","23:30",0.058,0
"503-00000000","צריכה","09/03/2024","23:45",0.046,0
"503-00000000","צריכה","10/03/2024","00:00",0.055,0
"503-00000000","צריכה","10/03/2024","00:15",0.048,0
"503-00000000","צריכה","10/03/2024","00:30",0.045,0
"503-00000000","צריכה","10/03/2024","00:45",0.051,0
"503-00000000","צריכה","10/03/2024","01:00",0.043,0
"503-00000000","צריכה","10/03/2024","01:15",0.054,0
"503-00000000","צריכה","10/03/2024","01:30",0.043,0
"503-00000000","צריכה","10/03/2024","01:45",0.058,0
"503-00000000","צריכה","10/03/2024","02:00",0.043,0
"503-00000000","צריכה","10/03/2024","02:15",0.061,0
"503-00000000","צריכה","10/03/2024","02:30",0.038,0
"503-00000000","צריכה","10/03/2024","02:45",0.051,0
"503-00000000","צריכה","10/03/2024","03:00",0.053,0
"503-00000000","צריכה","10/03/2024","03:15",0.042,0
"503-00000000","צריכה","10/03/2024","03:30",0.051,0
"503-00000000","צריכה","10/03/2024","03:45",0.061,0
"503-00000000","צריכה","10/03/2024","04:00",0.042,0
"503-00000000","צריכה","10/03/2024","04:15",0.049,0
"503-00000000","צריכה","10/03/2024","04:30",0.058,0
"503-00000000","צריכה","10/03/2024","04:45",0.040,0
"503-00000000","צריכה","10/03/2024","05:00",0.052,0
"503-00000000","צריכה","10/03/2024","05:15",0.050,0
"503-00000000","צריכה","10/03/2024","05:30",0.057,0
"503-00000000","צריכה","10/03/2024","05:45",0.048,0
"503-00000000","צריכה","10/03/2024","06:00",0.123,0
"503-00000000","צריכה","10/03/2024","06:15",0.081,0
"503-00000000","צריכה","10/03/2024","06:30",0.098,0
"503-00000000","צריכה","10/03/2024","06:45",0.106,0
"503-00000000","צריכה","10/03/2024","07:00",0.123,0
"503-00000000","צריכה","10/03/2024","07:15",0.118,0
"503-00000000","צריכה","10/03/2024","07:30",0.095,0
"503-00000000","צריכה","10/03/2024","07:45",0.108,0
"503-00000000","צריכה","10/03/2024","08:00",0.119,0
"503-00000000","צריכה","10/03/2024","08:15",0.112,0
"503-00000000","צריכה","10/03/2024","08:30",0.095,0
"503-00000000","צריכה","10/03/2024","08:45",0.081,0
"503-00000000","צריכה","10/03/2024","09:00",0.063,0
"503-00000000","צריכה","10/03/2024","09:15",0.075,0
"503-00000000","צריכה","10/03/2024","09:30",0.056,0
"503-00000000","צריכה","10/03/2024","09:45",0.069,0
"503-00000000","צריכה","10/03/2024","10:00",0.071,0
"503-00000000","צריכה","10/03/2024","10:15",0.052,0
"503-00000000","צריכה","10/03/2024","10:30",0.083,0
"503-00000000","צריכה","10/03/2024","10:45",0.080,0
"503-00000000","צריכה","10/03/2024","11:00",0.057,0
"503-00000000","צריכה","10/03/2024","11:15",0.066,0
"503-00000000","צריכה","10/03/2024","11:30",0.071,0
"503-00000000","צריכה","10/03/2024","11:45",0.057,0
"503-00000000","צריכה","10/03/2024","12:00",0.058,0
"503-00000000","צריכה","10/03/2024","12:15",0.054,0
"503-00000000","צריכה","10/03/2024","12:30",0.079,0
"503-00000000","צריכה","10/03/2024","12:45",0.060,0
"503-00000000","צריכה","10/03/2024","13:00",0.059,0
"503-00000000","צריכה","10/03/2024","13:15",0.070,0
"503-00000000","צריכה","10/03/2024","13:30",0.053,0
"503-00000000","צריכה","10/03/2024","13:45",0.079,0
"503-00000000","צריכה","10/03/2024","14:00",0.062,0
"503-00000000","צריכה","10/03/2024","14:15",0.066,0
"503-00000000","צריכה","10/03/2024","14:30",0.054,0
"503-00000000","צריכה","10/03/2024","14:45",0.073,0
"503-00000000","צריכה","10/03/2024","15:00",0.071,0
"503-00000000","צריכה","10/03/2024","15:15",0.071,0
"503-00000000","צריכה","10/03/2024","15:30",0.080,0
"503-00000000","צריכה","10/03/2024","15:45",0.081,0
"503-00000000","צריכה","10/03/2024","16:00",0.070,0
"503-00000000","צריכה","10/03/2024","16:15",0.083,0
"503-00000000","צריכה","10/03/2024","16:30",0.083,0
"503-00000000","צריכה","10/03/2024","16:45",0.062,0
"503-00000000","צריכה","10/03/2024","17:00",0.148,0
"503-00000000","צריכה","10/03/2024","17:15",0.191,0
"503-00000000","צריכה","10/03/2024","17:30",0.143,0
"503-00000000","צריכה","10/03/2024","17:45",0.212,0
"503-00000000","צריכה","10/03/2024","18:00",0.167,0
"503-00000000","צריכה","10/03/2024","18:15",0.144,0
"503-00000000","צריכה","10/03/2024","18:30",0.134,0
"503-00000000","צריכה","10/03/2024","18:45",0.175,0
"503-00000000","צריכה","10/03/2024","19:00",0.217,0
"503-00000000","צריכה","10/03/2024","19:15",0.155,0
"503-00000000","צריכה","10/03/2024","19:30",0.175,0
"503-00000000","צריכה","10/03/2024","19:45",0.181,0
"503-00000000","צריכה","10/03/2024","20:00",0.207,0
"503-00000000","צריכה","10/03/2024","20:15",0.185,0
"503-00000000","צריכה","10/03/2024","20:30",0.154,0
"503-00000000","צריכה","10/03/2024","20:45",0.200,0
"503-00000000","צריכה","10/03/2024","21:00",0.159,0
"503-00000000","צריכה","10/03/2024","21:15",0.136,0
"503-00000000","צריכה","10/03/2024","21:30",0.185,0
"503-00000000","צריכה","10/03/2024","21:45",0.188,0
"503-00000000","צריכה","10/03/2024","22:00",0.190,0
"503-00000000","צריכה","10/03/2024","22:15",0.182,0
"503-00000000","צריכה","10/03/2024","22:30",0.188,0
"503-00000000","צריכה","10/03/2024","22:45",0.202,0
"503-00000000","צריכה","10/03/2024","23:00",0.055,0
"503-00000000","צריכה","10/03/2024","23:15",0.061,0
"503-00000000","צריכה","10/03/2024","23:30",0.055,0
"503-00000000","צריכה","10/03/2024","23:45",0.044,0
"503-00000000","צריכה","11/03/2024","00:00",0.059,0
"503-00000000","צריכה","11/03/2024","00:15",0.048,0
"503-00000000","צריכה","11/03/2024","00:30",0.052,0
"503-00000000","צריכה","11/03/2024","00:45",0.039,0
"503-00000000","צריכה","11/03/2024","01:00",0.054,0
"503-00000000","צריכה","11/03/2024","01:15",0.052,0
"503-00000000","צריכה","11/03/2024","01:30",0.053,0
"503-00000000","צריכה","11/03/2024","01:45",0.046,0
"503-00000000","צריכה","11/03/2024","02:00",0.046,0
"503-00000000","צריכה","11/03/2024","02:15",0.039,0
"503-00000000","צריכה","11/03/2024","02:30",0.050,0
"503-00000000","צריכה","11/03/2024","02:45",0.039,0
"503-00000000","צריכה","11/03/2024","03:00",0.056,0
"503-00000000","צריכה","11/03/2024","03:15",0.053,0
"503-00000000","צריכה","11/03/2024","03:30",0.043,0
"503-00000000","צריכה","11/03/2024","03:45",0.058,0
"503-00000000","צריכה","11/03/2024","04:00",0.042,0
"503-00000000","צריכה","11/03/2024","04:15",0.057,0
"503-00000000","צריכה","11/03/2024","04:30",0.060,0
"503-00000000","צריכה","11/03/2024","04:45",0.054,0
"503-00000000","צריכה","11/03/2024","05:00",0.039,0
"503-00000000","צריכה","11/03/2024","05:15",0.040,0
"503-00000000","צריכה","11/03/2024","05:30",0.056,0
"503-00000000","צריכה","11/03/2024","05:45",0.055,0
"503-00000000","צריכה","11/03/2024","06:00",0.097,0
"503-00000000","צריכה","11/03/2024","06:15",0.097,0
"503-00000000","צריכה","11/03/2024","06:30",0.107,0
"503-00000000","צריכה","11/03/2024","06:45",0.081,0
"503-00000000","צריכה","11/03/2024","07:00",0.111,0
"503-00000000","צריכה","11/03/2024","07:15",0.124,0
"503-00000000","צריכה","11/03/2024","07:30",0.100,0
"503-00000000","צריכה","11/03/2024","07:45",0.103,0
"503-00000000","צריכה","11/03/2024","08:00",0.077,0
"503-00000000","צריכה","11/03/2024","08:15",0.102,0
"503-00000000","צריכה","11/03/2024","08:30",0.101,0
"503-00000000","צריכה","11/03/2024","08:45",0.100,0
"503-00000000","צריכה","11/03/2024","09:00",0.084,0
"503-00000000","צריכה","11/03/2024","09:15",0.079,0
"503-00000000","צריכה","11/03/2024","09:30",0.053,0
"503-00000000","צריכה","11/03/2024","09:45",0.072,0
"503-00000000","צריכה","11/03/2024","10:00",0.078,0
"503-00000000","צריכה","11/03/2024","10:15",0.067,0
"503-00000000","צריכה","11/03/2024","10:30",0.070,0
"503-00000000","צריכה","11/03/2024","10:45",0.064,0
"503-00000000","צריכה","11/03/2024","11:00",0.051,0
"503-00000000","צריכה","11/03/2024","11:15",0.073,0
"503-00000000","צריכה","11/03/2024","11:30",0.072,0
"503-00000000","צריכה","11/03/2024","11:45",0.075,0
"503-00000000","צריכה","11/03/2024","12:00",0.081,0
"503-00000000","צריכה","11/03/2024","12:15",0.076,0
"503-00000000","צריכה","11/03/2024","12:30",0.054,0
"503-00000000","צריכה","11/03/2024","12:45",0.067,0
"503-00000000","צריכה","11/03/2024","13:00",0.068,0
"503-00000000","צריכה","11/03/2024","13:15",0.074,0
"503-00000000","צריכה","11/03/2024","13:30",0.076,0
"503-00000000","צריכה","11/03/2024","13:45",0.060,0
"503-00000000","צריכה","11/03/2024","14:00",0.079,0
"503-00000000","צריכה","11/03/2024","14:15",0.060,0
"503-00000000","צריכה","11/03/2024","14:30",0.063,0
"503-00000000","צריכה","11/03/2024","14:45",0.058,0
"503-00000000","צריכה","11/03/2024","15:00",0.070,0
"503-00000000","צריכה","11/03/2024","15:15",0.073,0
"503-00000000","צריכה","11/03/2024","15:30",0.061,0
"503-00000000","צריכה","11/03/2024","15:45",0.061,0
"503-00000000","צריכה","11/03/2024","16:00",0.063,0
"503-00000000","צריכה","11/03/2024","16:15",0.079,0
"503-00000000","צריכה","11/03/2024","16:30",0.078,0
